"","Correlation","Protein","Tissue"
"39569",0.613153899693603,"ENSG00000171503.12","Central Nervous System"
"39570",0.496692655327414,"ENSG00000171530.14","Central Nervous System"
"39571",0.203302373581011,"ENSG00000171532.5","Central Nervous System"
"39572",0.389623642340622,"ENSG00000171533.11","Central Nervous System"
"39573",0.711914726345295,"ENSG00000171552.13","Central Nervous System"
"39574",0.352322277717867,"ENSG00000171557.17","Central Nervous System"
"39575",0.131469041089213,"ENSG00000171560.16","Central Nervous System"
"39576",0.134820764524159,"ENSG00000171564.11","Central Nervous System"
"39577",0.122343701731421,"ENSG00000171566.12","Central Nervous System"
"39578",0.343711843711844,"ENSG00000171574.18","Central Nervous System"
"39579",0.340112620757391,"ENSG00000171603.18","Central Nervous System"
"39580",0.50075916729649,"ENSG00000171604.12","Central Nervous System"
"39581",0.331908412419249,"ENSG00000171606.18","Central Nervous System"
"39582",0.869300366747401,"ENSG00000171608.16","Central Nervous System"
"39583",0.309267187204585,"ENSG00000171612.7","Central Nervous System"
"39584",0.597307660191442,"ENSG00000171617.14","Central Nervous System"
"39585",0.556696249377136,"ENSG00000171634.18","Central Nervous System"
"39586",0.527421852125775,"ENSG00000171649.12","Central Nervous System"
"39587",0.647058823529412,"ENSG00000171657.6","Central Nervous System"
"39588",0.856405415659388,"ENSG00000171659.15","Central Nervous System"
"39589",0.121679075768535,"ENSG00000171680.22","Central Nervous System"
"39590",0.577029045558672,"ENSG00000171681.12","Central Nervous System"
"39591",0.63883511958624,"ENSG00000171700.14","Central Nervous System"
"39592",0.445504049450334,"ENSG00000171703.17","Central Nervous System"
"39593",0.849329205366357,"ENSG00000171714.12","Central Nervous System"
"39594",0.0207383676693751,"ENSG00000171720.10","Central Nervous System"
"39595",0.870106498057203,"ENSG00000171723.15","Central Nervous System"
"39596",0.801393943708048,"ENSG00000171724.3","Central Nervous System"
"39597",0.32530657748049,"ENSG00000171729.14","Central Nervous System"
"39598",0.117086834733894,"ENSG00000171735.19","Central Nervous System"
"39599",0.43859649122807,"ENSG00000171757.17","Central Nervous System"
"39600",0.244338210757227,"ENSG00000171763.20","Central Nervous System"
"39601",0.767950129312042,"ENSG00000171766.16","Central Nervous System"
"39602",0.679179215896243,"ENSG00000171777.16","Central Nervous System"
"39603",0.583215344583565,"ENSG00000171791.13","Central Nervous System"
"39604",0.753036638479525,"ENSG00000171793.16","Central Nervous System"
"39605",0.677689170346995,"ENSG00000171798.18","Central Nervous System"
"39606",0.364943083156473,"ENSG00000171806.12","Central Nervous System"
"39607",-0.0340557275541796,"ENSG00000171813.14","Central Nervous System"
"39608",0.556273329442085,"ENSG00000171824.14","Central Nervous System"
"39609",0.751873840445269,"ENSG00000171840.12","Central Nervous System"
"39610",0.566502463054187,"ENSG00000171843.16","Central Nervous System"
"39611",0.745786821223005,"ENSG00000171848.15","Central Nervous System"
"39612",0.0468479397396608,"ENSG00000171853.16","Central Nervous System"
"39613",0.181408308160516,"ENSG00000171858.18","Central Nervous System"
"39614",0.769383476634766,"ENSG00000171860.5","Central Nervous System"
"39615",0.443955880871429,"ENSG00000171861.11","Central Nervous System"
"39616",0.34634746695735,"ENSG00000171862.11","Central Nervous System"
"39617",0.206471523388674,"ENSG00000171863.15","Central Nervous System"
"39618",0.383629926297031,"ENSG00000171867.17","Central Nervous System"
"39619",0.850015770383222,"ENSG00000171877.21","Central Nervous System"
"39620",0.735472100769733,"ENSG00000171885.17","Central Nervous System"
"39621",0.833036487322202,"ENSG00000171903.16","Central Nervous System"
"39622",0.788634227433073,"ENSG00000171914.16","Central Nervous System"
"39623",0.563097933417411,"ENSG00000171940.13","Central Nervous System"
"39624",0.290361382461929,"ENSG00000171951.5","Central Nervous System"
"39625",0.272710406377549,"ENSG00000171953.16","Central Nervous System"
"39626",0.470028356214755,"ENSG00000171960.11","Central Nervous System"
"39627",0.0505675954592363,"ENSG00000171984.15","Central Nervous System"
"39628",0.587037662036381,"ENSG00000171988.19","Central Nervous System"
"39629",0.556335502746597,"ENSG00000171992.13","Central Nervous System"
"39630",0.367497132058645,"ENSG00000172007.7","Central Nervous System"
"39631",0.515591565090224,"ENSG00000172009.15","Central Nervous System"
"39632",0.547548810523623,"ENSG00000172020.13","Central Nervous System"
"39633",0.559995547298742,"ENSG00000172031.7","Central Nervous System"
"39634",0.298559338089008,"ENSG00000172037.14","Central Nervous System"
"39635",0.512460535053196,"ENSG00000172046.19","Central Nervous System"
"39636",0.466795517436714,"ENSG00000172053.18","Central Nervous System"
"39637",0.189279206607436,"ENSG00000172057.10","Central Nervous System"
"39638",0.644090136043717,"ENSG00000172061.9","Central Nervous System"
"39639",0.31227540866659,"ENSG00000172071.14","Central Nervous System"
"39640",0.417277132689419,"ENSG00000172081.14","Central Nervous System"
"39641",0.351909184726522,"ENSG00000172086.9","Central Nervous System"
"39642",0.171699087025352,"ENSG00000172113.9","Central Nervous System"
"39643",0.799034007646743,"ENSG00000172137.19","Central Nervous System"
"39644",0.655443774368572,"ENSG00000172159.16","Central Nervous System"
"39645",0.734345527423664,"ENSG00000172164.15","Central Nervous System"
"39646",0.317175740115775,"ENSG00000172171.11","Central Nervous System"
"39647",0.00293756590209827,"ENSG00000172172.8","Central Nervous System"
"39648",0.745020672428612,"ENSG00000172175.15","Central Nervous System"
"39649",0.836078145211691,"ENSG00000172183.15","Central Nervous System"
"39650",0.342733899110237,"ENSG00000172201.12","Central Nervous System"
"39651",0.650963703193986,"ENSG00000172216.6","Central Nervous System"
"39652",-0.0193692022263451,"ENSG00000172232.10","Central Nervous System"
"39653",0.508985541308039,"ENSG00000172239.14","Central Nervous System"
"39654",0.480426629160806,"ENSG00000172247.4","Central Nervous System"
"39655",0.539006960822975,"ENSG00000172260.15","Central Nervous System"
"39656",0.402537366605813,"ENSG00000172262.11","Central Nervous System"
"39657",0.814603632049757,"ENSG00000172264.17","Central Nervous System"
"39658",0.361613592553038,"ENSG00000172269.19","Central Nervous System"
"39659",0.0227837767792022,"ENSG00000172270.20","Central Nervous System"
"39660",0.265151983382842,"ENSG00000172292.14","Central Nervous System"
"39661",0.910218463706836,"ENSG00000172296.13","Central Nervous System"
"39662",0.522205386934473,"ENSG00000172301.11","Central Nervous System"
"39663",0.120685496702309,"ENSG00000172315.6","Central Nervous System"
"39664",0.385328185328185,"ENSG00000172322.14","Central Nervous System"
"39665",0.115575620822751,"ENSG00000172331.12","Central Nervous System"
"39666",0.207244369148433,"ENSG00000172336.5","Central Nervous System"
"39667",0.20778386927855,"ENSG00000172339.10","Central Nervous System"
"39668",0.382544483587948,"ENSG00000172340.14","Central Nervous System"
"39669",0.144770970260129,"ENSG00000172345.14","Central Nervous System"
"39670",0.483878106911815,"ENSG00000172346.15","Central Nervous System"
"39671",0.781775959612731,"ENSG00000172348.14","Central Nervous System"
"39672",0.860194372899514,"ENSG00000172349.17","Central Nervous System"
"39673",-0.156764880942356,"ENSG00000172354.10","Central Nervous System"
"39674",0.0534935095768765,"ENSG00000172366.20","Central Nervous System"
"39675",0.477257125903535,"ENSG00000172375.13","Central Nervous System"
"39676",0.573911215406191,"ENSG00000172379.21","Central Nervous System"
"39677",0.273271221147962,"ENSG00000172380.6","Central Nervous System"
"39678",0.889093658302514,"ENSG00000172403.11","Central Nervous System"
"39679",-0.0731915472589584,"ENSG00000172409.6","Central Nervous System"
"39680",0.41421568627451,"ENSG00000172426.16","Central Nervous System"
"39681",0.260615805162716,"ENSG00000172428.11","Central Nervous System"
"39682",0.385040606073098,"ENSG00000172432.19","Central Nervous System"
"39683",0.544553322678307,"ENSG00000172456.18","Central Nervous System"
"39684",0.521230726526724,"ENSG00000172458.4","Central Nervous System"
"39685",0.588273822973281,"ENSG00000172461.11","Central Nervous System"
"39686",0.233744387703565,"ENSG00000172465.14","Central Nervous System"
"39687",0.483809123441129,"ENSG00000172466.16","Central Nervous System"
"39688",0.157013382740946,"ENSG00000172469.16","Central Nervous System"
"39689",0.243663152725479,"ENSG00000172493.21","Central Nervous System"
"39690",0.158293672929898,"ENSG00000172500.13","Central Nervous System"
"39691",0.781286332714904,"ENSG00000172508.10","Central Nervous System"
"39692",0.273935750807249,"ENSG00000172530.20","Central Nervous System"
"39693",0.480444339723986,"ENSG00000172531.15","Central Nervous System"
"39694",0.317703083116734,"ENSG00000172534.14","Central Nervous System"
"39695",0.73469065164056,"ENSG00000172572.6","Central Nervous System"
"39696",0.53964530166646,"ENSG00000172575.12","Central Nervous System"
"39697",-0.228886108466482,"ENSG00000172586.8","Central Nervous System"
"39698",0.174788416721381,"ENSG00000172590.18","Central Nervous System"
"39699",0.724031773469976,"ENSG00000172594.13","Central Nervous System"
"39700",0.228924641079144,"ENSG00000172613.8","Central Nervous System"
"39701",0.591809220291916,"ENSG00000172638.13","Central Nervous System"
"39702",0.411976449903197,"ENSG00000172661.18","Central Nervous System"
"39703",0.172523724563981,"ENSG00000172663.9","Central Nervous System"
"39704",0.592294824083613,"ENSG00000172667.11","Central Nervous System"
"39705",0.28800082816293,"ENSG00000172673.10","Central Nervous System"
"39706",0.834994867038107,"ENSG00000172716.16","Central Nervous System"
"39707",0.478849112019185,"ENSG00000172725.14","Central Nervous System"
"39708",0.279669762641899,"ENSG00000172728.16","Central Nervous System"
"39709",0.655538995306261,"ENSG00000172731.14","Central Nervous System"
"39710",0.52784202653421,"ENSG00000172733.11","Central Nervous System"
"39711",0.564821715614994,"ENSG00000172757.13","Central Nervous System"
"39712",0.617725924492499,"ENSG00000172765.17","Central Nervous System"
"39713",0.505035762513534,"ENSG00000172766.19","Central Nervous System"
"39714",0.46956479089968,"ENSG00000172775.17","Central Nervous System"
"39715",0.632244897959184,"ENSG00000172780.17","Central Nervous System"
"39716",0.299463447350771,"ENSG00000172794.20","Central Nervous System"
"39717",0.540610408743576,"ENSG00000172795.16","Central Nervous System"
"39718",0.33049678724681,"ENSG00000172803.18","Central Nervous System"
"39719",0.145508634312969,"ENSG00000172809.13","Central Nervous System"
"39720",0.781542305329356,"ENSG00000172817.4","Central Nervous System"
"39721",-0.0918472652218782,"ENSG00000172819.17","Central Nervous System"
"39722",0.69771612689106,"ENSG00000172830.13","Central Nervous System"
"39723",0.446551443876226,"ENSG00000172831.14","Central Nervous System"
"39724",0.431560274790501,"ENSG00000172840.7","Central Nervous System"
"39725",0.287888675000254,"ENSG00000172845.16","Central Nervous System"
"39726",0.442734684934671,"ENSG00000172869.14","Central Nervous System"
"39727",0.354688790010323,"ENSG00000172878.14","Central Nervous System"
"39728",0.433846153846154,"ENSG00000172889.16","Central Nervous System"
"39729",0.655250383561296,"ENSG00000172890.13","Central Nervous System"
"39730",0.836334850839712,"ENSG00000172893.16","Central Nervous System"
"39731",0.734310063553399,"ENSG00000172915.18","Central Nervous System"
"39732",0.21390225578992,"ENSG00000172922.11","Central Nervous System"
"39733",0.213688481011782,"ENSG00000172932.16","Central Nervous System"
"39734",0.543247863247863,"ENSG00000172935.9","Central Nervous System"
"39735",0.560289674943788,"ENSG00000172936.15","Central Nervous System"
"39736",0.51701189736079,"ENSG00000172939.9","Central Nervous System"
"39737",0.393326326611511,"ENSG00000172943.20","Central Nervous System"
"39738",0.487226668987996,"ENSG00000172954.13","Central Nervous System"
"39739",0.147104939513331,"ENSG00000172977.13","Central Nervous System"
"39740",0.629462877940946,"ENSG00000172985.11","Central Nervous System"
"39741",0.686402208609522,"ENSG00000172992.12","Central Nervous System"
"39742",0.537163071007735,"ENSG00000172995.16","Central Nervous System"
"39743",0.0609110939876273,"ENSG00000173011.12","Central Nervous System"
"39744",0.411511666815005,"ENSG00000173039.19","Central Nervous System"
"39745",-0.147130647130647,"ENSG00000173040.13","Central Nervous System"
"39746",0.397339443737646,"ENSG00000173064.13","Central Nervous System"
"39747",-0.355572348493293,"ENSG00000173065.13","Central Nervous System"
"39748",0.271479724678813,"ENSG00000173068.18","Central Nervous System"
"39749",0.328331302898747,"ENSG00000173083.15","Central Nervous System"
"39750",0.468232572883634,"ENSG00000173110.8","Central Nervous System"
"39751",0.0820917219106238,"ENSG00000173113.7","Central Nervous System"
"39752",0.27953763980483,"ENSG00000173120.15","Central Nervous System"
"39753",0.119850948509485,"ENSG00000173137.12","Central Nervous System"
"39754",0.0933079244779362,"ENSG00000173141.5","Central Nervous System"
"39755",0.378903556522761,"ENSG00000173145.11","Central Nervous System"
"39756",0.0622307540546649,"ENSG00000173153.16","Central Nervous System"
"39757",0.123120690247181,"ENSG00000173163.10","Central Nervous System"
"39758",0.441769205482569,"ENSG00000173166.18","Central Nervous System"
"39759",0.00969711962267449,"ENSG00000173171.14","Central Nervous System"
"39760",0.651265623176481,"ENSG00000173175.14","Central Nervous System"
"39761",0.78111017343656,"ENSG00000173193.15","Central Nervous System"
"39762",0.450696805375402,"ENSG00000173207.13","Central Nervous System"
"39763",0.667435597092591,"ENSG00000173208.4","Central Nervous System"
"39764",0.632662842729337,"ENSG00000173210.19","Central Nervous System"
"39765",-0.0233327119849846,"ENSG00000173213.9","Central Nervous System"
"39766",0.104751419025662,"ENSG00000173214.7","Central Nervous System"
"39767",0.212382751583275,"ENSG00000173218.15","Central Nervous System"
"39768",0.776457055452303,"ENSG00000173221.14","Central Nervous System"
"39769",0.554048269749764,"ENSG00000173226.17","Central Nervous System"
"39770",0.194910930461447,"ENSG00000173227.14","Central Nervous System"
"39771",0.394133363290385,"ENSG00000173230.15","Central Nervous System"
"39772",-0.0175438596491228,"ENSG00000173253.15","Central Nervous System"
"39773",0.1975204928967,"ENSG00000173258.13","Central Nervous System"
"39774",0.707581941867656,"ENSG00000173267.14","Central Nervous System"
"39775",0.719489908731816,"ENSG00000173269.14","Central Nervous System"
"39776",0.04437564499484,"ENSG00000173272.16","Central Nervous System"
"39777",0.353705266265501,"ENSG00000173273.16","Central Nervous System"
"39778",-0.0944295717741614,"ENSG00000173275.13","Central Nervous System"
"39779",0.352183716096889,"ENSG00000173276.14","Central Nervous System"
"39780",0.493113578268472,"ENSG00000173320.12","Central Nervous System"
"39781",0.339172730367862,"ENSG00000173327.8","Central Nervous System"
"39782",NA,"ENSG00000173349.6","Central Nervous System"
"39783",0.715461182416521,"ENSG00000173369.16","Central Nervous System"
"39784",0.681057647440999,"ENSG00000173372.17","Central Nervous System"
"39785",0.288766788766789,"ENSG00000173391.9","Central Nervous System"
"39786",0.382209606061747,"ENSG00000173402.12","Central Nervous System"
"39787",0.290567765567766,"ENSG00000173404.5","Central Nervous System"
"39788",0.520792834000381,"ENSG00000173406.15","Central Nervous System"
"39789",0.0722158656041496,"ENSG00000173409.14","Central Nervous System"
"39790",0.27363414864164,"ENSG00000173418.12","Central Nervous System"
"39791",0.312714521659046,"ENSG00000173432.12","Central Nervous System"
"39792",0.850540378483505,"ENSG00000173442.13","Central Nervous System"
"39793",0.247914841545809,"ENSG00000173456.5","Central Nervous System"
"39794",0.435845580340427,"ENSG00000173457.11","Central Nervous System"
"39795",0.218908087933726,"ENSG00000173465.8","Central Nervous System"
"39796",0.493857357467507,"ENSG00000173467.9","Central Nervous System"
"39797",0.759407635030737,"ENSG00000173473.11","Central Nervous System"
"39798",0.400880089072752,"ENSG00000173480.11","Central Nervous System"
"39799",0.669148706216823,"ENSG00000173482.16","Central Nervous System"
"39800",0.175827006219068,"ENSG00000173511.9","Central Nervous System"
"39801",0.81386676256844,"ENSG00000173517.10","Central Nervous System"
"39802",-0.140310950053405,"ENSG00000173531.15","Central Nervous System"
"39803",0.653175289130345,"ENSG00000173535.15","Central Nervous System"
"39804",0.539571998190603,"ENSG00000173540.13","Central Nervous System"
"39805",0.221752884494254,"ENSG00000173545.5","Central Nervous System"
"39806",0.839925416022091,"ENSG00000173546.7","Central Nervous System"
"39807",0.57308252593651,"ENSG00000173548.9","Central Nervous System"
"39808",0.397686932543622,"ENSG00000173575.22","Central Nervous System"
"39809",0.31668208448967,"ENSG00000173581.8","Central Nervous System"
"39810",0.526315789473684,"ENSG00000173588.15","Central Nervous System"
"39811",-0.200260120902011,"ENSG00000173597.9","Central Nervous System"
"39812",0.601757390297934,"ENSG00000173598.14","Central Nervous System"
"39813",0.759900431451853,"ENSG00000173599.15","Central Nervous System"
"39814",0.394688259878045,"ENSG00000173611.18","Central Nervous System"
"39815",0.542109251166846,"ENSG00000173614.14","Central Nervous System"
"39816",0.245634541563501,"ENSG00000173621.9","Central Nervous System"
"39817",0.149430831564731,"ENSG00000173638.19","Central Nervous System"
"39818",0.667878787878788,"ENSG00000173641.17","Central Nervous System"
"39819",0.0634876460041101,"ENSG00000173660.12","Central Nervous System"
"39820",0.232026123797301,"ENSG00000173674.11","Central Nervous System"
"39821",0.389533283965601,"ENSG00000173681.16","Central Nervous System"
"39822",-0.155138343992353,"ENSG00000173692.13","Central Nervous System"
"39823",0.79773283158338,"ENSG00000173705.9","Central Nervous System"
"39824",0.444195000245923,"ENSG00000173706.14","Central Nervous System"
"39825",0.0162596598190325,"ENSG00000173726.11","Central Nervous System"
"39826",0.470758127481361,"ENSG00000173744.17","Central Nervous System"
"39827",0.558812070310231,"ENSG00000173757.10","Central Nervous System"
"39828",0.492514262846294,"ENSG00000173762.8","Central Nervous System"
"39829",0.685248689764797,"ENSG00000173786.17","Central Nervous System"
"39830",0.554961518127323,"ENSG00000173801.17","Central Nervous System"
"39831",0.0442692147607356,"ENSG00000173812.11","Central Nervous System"
"39832",0.686512243495001,"ENSG00000173821.19","Central Nervous System"
"39833",0.686244557898478,"ENSG00000173852.14","Central Nervous System"
"39834",0.185417111582474,"ENSG00000173889.16","Central Nervous System"
"39835",0.636897454849844,"ENSG00000173894.11","Central Nervous System"
"39836",0.758761649746419,"ENSG00000173898.13","Central Nervous System"
"39837",0.61391557654776,"ENSG00000173905.9","Central Nervous System"
"39838",0.30359909359167,"ENSG00000173914.12","Central Nervous System"
"39839",0.177829863420341,"ENSG00000173915.16","Central Nervous System"
"39840",0.465790914066776,"ENSG00000173918.15","Central Nervous System"
"39841",0.240454076367389,"ENSG00000173926.6","Central Nervous System"
"39842",0.532706179622679,"ENSG00000173933.21","Central Nervous System"
"39843",0.69586755414128,"ENSG00000173950.16","Central Nervous System"
"39844",0.216018307049293,"ENSG00000173960.14","Central Nervous System"
"39845",0.568541354914916,"ENSG00000173992.9","Central Nervous System"
"39846",0.229341003553668,"ENSG00000174013.8","Central Nervous System"
"39847",0.0348248245319408,"ENSG00000174021.11","Central Nervous System"
"39848",0.0753353973168215,"ENSG00000174032.17","Central Nervous System"
"39849",0.762839800187121,"ENSG00000174059.17","Central Nervous System"
"39850",0.680620922431838,"ENSG00000174080.11","Central Nervous System"
"39851",0.820044712880487,"ENSG00000174099.12","Central Nervous System"
"39852",0.4527776775007,"ENSG00000174106.3","Central Nervous System"
"39853",0.189465839353965,"ENSG00000174109.5","Central Nervous System"
"39854",0.723760683760684,"ENSG00000174125.8","Central Nervous System"
"39855",0.201549491211841,"ENSG00000174132.9","Central Nervous System"
"39856",0.516083147047562,"ENSG00000174136.13","Central Nervous System"
"39857",0.271491253839436,"ENSG00000174145.8","Central Nervous System"
"39858",0.206019970332781,"ENSG00000174165.8","Central Nervous System"
"39859",0.133037310066305,"ENSG00000174173.7","Central Nervous System"
"39860",0.177446436137014,"ENSG00000174175.17","Central Nervous System"
"39861",0.221109723080897,"ENSG00000174177.13","Central Nervous System"
"39862",0.431016622857431,"ENSG00000174197.16","Central Nervous System"
"39863",0.41493763103843,"ENSG00000174206.13","Central Nervous System"
"39864",-0.133901029175182,"ENSG00000174225.15","Central Nervous System"
"39865",0.355297962896774,"ENSG00000174227.16","Central Nervous System"
"39866",0.427321725259874,"ENSG00000174231.17","Central Nervous System"
"39867",0.210103785273048,"ENSG00000174233.11","Central Nervous System"
"39868",0.740749217801891,"ENSG00000174238.15","Central Nervous System"
"39869",0.276757800781006,"ENSG00000174243.10","Central Nervous System"
"39870",0.310439084724799,"ENSG00000174276.7","Central Nervous System"
"39871",0.292592421113496,"ENSG00000174282.12","Central Nervous System"
"39872",0.795259034008868,"ENSG00000174306.21","Central Nervous System"
"39873",0.561635152125755,"ENSG00000174307.7","Central Nervous System"
"39874",0.480939476061427,"ENSG00000174348.14","Central Nervous System"
"39875",0.762996200607132,"ENSG00000174373.16","Central Nervous System"
"39876",0.308445373497601,"ENSG00000174405.13","Central Nervous System"
"39877",0.390188845259566,"ENSG00000174437.17","Central Nervous System"
"39878",0.517195529976062,"ENSG00000174442.12","Central Nervous System"
"39879",0.140327224151456,"ENSG00000174444.15","Central Nervous System"
"39880",0.299635176651306,"ENSG00000174446.13","Central Nervous System"
"39881",0.248700666422185,"ENSG00000174453.10","Central Nervous System"
"39882",0.76565481031538,"ENSG00000174469.23","Central Nervous System"
"39883",0.378252931445572,"ENSG00000174482.10","Central Nervous System"
"39884",0.277307572661299,"ENSG00000174483.20","Central Nervous System"
"39885",0.611892622234995,"ENSG00000174485.15","Central Nervous System"
"39886",-0.124542124542125,"ENSG00000174501.14","Central Nervous System"
"39887",0.58529737352618,"ENSG00000174514.13","Central Nervous System"
"39888",0.654179275410093,"ENSG00000174521.7","Central Nervous System"
"39889",0.0450782793796251,"ENSG00000174547.13","Central Nervous System"
"39890",0.472929891966521,"ENSG00000174579.4","Central Nervous System"
"39891",0.836842105263158,"ENSG00000174599.5","Central Nervous System"
"39892",0.649122807017544,"ENSG00000174600.14","Central Nervous System"
"39893",0.47472723747279,"ENSG00000174606.14","Central Nervous System"
"39894",0.861013364353907,"ENSG00000174607.11","Central Nervous System"
"39895",0.664219740942387,"ENSG00000174640.15","Central Nervous System"
"39896",0.449859943977591,"ENSG00000174669.12","Central Nervous System"
"39897",0.723325438019015,"ENSG00000174672.16","Central Nervous System"
"39898",0.48910905818675,"ENSG00000174684.7","Central Nervous System"
"39899",-0.133494686713307,"ENSG00000174695.10","Central Nervous System"
"39900",0.7769995524539,"ENSG00000174705.13","Central Nervous System"
"39901",0.168214654282766,"ENSG00000174718.12","Central Nervous System"
"39902",0.181292396959829,"ENSG00000174720.16","Central Nervous System"
"39903",0.188229376257545,"ENSG00000174721.10","Central Nervous System"
"39904",0.846743295019157,"ENSG00000174740.8","Central Nervous System"
"39905",0.457037209454216,"ENSG00000174744.14","Central Nervous System"
"39906",0.0894214416457702,"ENSG00000174748.22","Central Nervous System"
"39907",-0.204934838115806,"ENSG00000174749.6","Central Nervous System"
"39908",0.469659065957061,"ENSG00000174780.17","Central Nervous System"
"39909",0.765094403814283,"ENSG00000174791.11","Central Nervous System"
"39910",0.192444580508409,"ENSG00000174799.11","Central Nervous System"
"39911",0.593650567877198,"ENSG00000174807.4","Central Nervous System"
"39912",0.659552042160738,"ENSG00000174837.15","Central Nervous System"
"39913",0.165737794995395,"ENSG00000174839.13","Central Nervous System"
"39914",0.483328959040194,"ENSG00000174840.9","Central Nervous System"
"39915",0.441051329622758,"ENSG00000174842.17","Central Nervous System"
"39916",0.367713726132587,"ENSG00000174851.16","Central Nervous System"
"39917",0.127892523141747,"ENSG00000174886.14","Central Nervous System"
"39918",0.320874499780839,"ENSG00000174891.13","Central Nervous System"
"39919",0.398013398784747,"ENSG00000174903.16","Central Nervous System"
"39920",0.523883297562503,"ENSG00000174915.12","Central Nervous System"
"39921",0.100386840674174,"ENSG00000174917.8","Central Nervous System"
"39922",0.0834259373585216,"ENSG00000174928.16","Central Nervous System"
"39923",0.656270775576557,"ENSG00000174938.14","Central Nervous System"
"39924",0.20743351886209,"ENSG00000174939.11","Central Nervous System"
"39925",0.195654411027048,"ENSG00000174943.11","Central Nervous System"
"39926",0.537486705088388,"ENSG00000174953.14","Central Nervous System"
"39927",0.0838067084388007,"ENSG00000174989.13","Central Nervous System"
"39928",0.479190567726009,"ENSG00000174996.11","Central Nervous System"
"39929",0.627503502801166,"ENSG00000175029.17","Central Nervous System"
"39930",0.728762520170788,"ENSG00000175040.6","Central Nervous System"
"39931",0.655760603537725,"ENSG00000175048.17","Central Nervous System"
"39932",0.550671550671551,"ENSG00000175066.16","Central Nervous System"
"39933",0.455495084055009,"ENSG00000175073.8","Central Nervous System"
"39934",0.831663574520717,"ENSG00000175084.12","Central Nervous System"
"39935",0.705188943150895,"ENSG00000175104.15","Central Nervous System"
"39936",0.391501231786015,"ENSG00000175105.7","Central Nervous System"
"39937",0.05692781517673,"ENSG00000175110.11","Central Nervous System"
"39938",0.127731290127427,"ENSG00000175115.12","Central Nervous System"
"39939",0.773697799996615,"ENSG00000175130.7","Central Nervous System"
"39940",0.209963819439603,"ENSG00000175137.11","Central Nervous System"
"39941",0.660515281624818,"ENSG00000175161.13","Central Nervous System"
"39942",0.149634325920687,"ENSG00000175166.17","Central Nervous System"
"39943",0.805443464259741,"ENSG00000175175.6","Central Nervous System"
"39944",0.111111111111111,"ENSG00000175182.15","Central Nervous System"
"39945",0.791002731113763,"ENSG00000175183.10","Central Nervous System"
"39946",-0.105866464697242,"ENSG00000175189.4","Central Nervous System"
"39947",0.585020130344292,"ENSG00000175198.17","Central Nervous System"
"39948",0.268777735631199,"ENSG00000175203.15","Central Nervous System"
"39949",0.404488232074439,"ENSG00000175206.10","Central Nervous System"
"39950",0.156140350877193,"ENSG00000175213.3","Central Nervous System"
"39951",0.353179555269166,"ENSG00000175215.11","Central Nervous System"
"39952",0.669297133812058,"ENSG00000175216.15","Central Nervous System"
"39953",0.413755570156703,"ENSG00000175220.12","Central Nervous System"
"39954",0.345163695260702,"ENSG00000175221.15","Central Nervous System"
"39955",0.182463649491661,"ENSG00000175224.16","Central Nervous System"
"39956",0.318885448916409,"ENSG00000175229.7","Central Nervous System"
"39957",0.520720720720721,"ENSG00000175264.8","Central Nervous System"
"39958",0.522530991131104,"ENSG00000175274.18","Central Nervous System"
"39959",0.586287127428245,"ENSG00000175283.8","Central Nervous System"
"39960",0.844467669972095,"ENSG00000175287.19","Central Nervous System"
"39961",0.299719887955182,"ENSG00000175305.17","Central Nervous System"
"39962",0.542835674105147,"ENSG00000175309.15","Central Nervous System"
"39963",0.189754975338885,"ENSG00000175324.10","Central Nervous System"
"39964",0.459102169012349,"ENSG00000175334.8","Central Nervous System"
"39965",0.0134014019833726,"ENSG00000175336.10","Central Nervous System"
"39966",0.382385871989057,"ENSG00000175348.11","Central Nervous System"
"39967",0.19432797147609,"ENSG00000175352.11","Central Nervous System"
"39968",0.690833640381219,"ENSG00000175354.20","Central Nervous System"
"39969",0.715786765918971,"ENSG00000175356.13","Central Nervous System"
"39970",0.368248863777283,"ENSG00000175376.9","Central Nervous System"
"39971",0.359845756149188,"ENSG00000175387.16","Central Nervous System"
"39972",0.094765683990861,"ENSG00000175390.14","Central Nervous System"
"39973",-0.258442245221727,"ENSG00000175395.16","Central Nervous System"
"39974",0.412622725678508,"ENSG00000175414.7","Central Nervous System"
"39975",0.412276389267974,"ENSG00000175416.15","Central Nervous System"
"39976",0.541385281385281,"ENSG00000175426.11","Central Nervous System"
"39977",0.869612272260103,"ENSG00000175445.17","Central Nervous System"
"39978",0.276543835943919,"ENSG00000175449.14","Central Nervous System"
"39979",0.42772096361555,"ENSG00000175455.15","Central Nervous System"
"39980",0.321212121212121,"ENSG00000175463.12","Central Nervous System"
"39981",0.194383368610199,"ENSG00000175467.15","Central Nervous System"
"39982",0.650927060202989,"ENSG00000175470.20","Central Nervous System"
"39983",0.0628453572571003,"ENSG00000175471.19","Central Nervous System"
"39984",0.483794466403162,"ENSG00000175482.9","Central Nervous System"
"39985",0.843403000064119,"ENSG00000175489.10","Central Nervous System"
"39986",0.622055108398485,"ENSG00000175497.17","Central Nervous System"
"39987",0.256974681502983,"ENSG00000175536.7","Central Nervous System"
"39988",-0.00791675046772368,"ENSG00000175550.8","Central Nervous System"
"39989",0.237022835879224,"ENSG00000175573.7","Central Nervous System"
"39990",-0.120063083908266,"ENSG00000175575.13","Central Nervous System"
